block_id	hash	time	size	weight	version	lock_time	is_coinbase	has_witness	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee	fee_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total
37957	9c49f3b99f7360cd2a657446576e51e881b8f3ef1703387dcd00b6b285f3c20f	2010-02-03 12:04:51	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37958	5a7e2517fa2e577e32aa667c0bf04c64f45f73f02522aa73b9b537bfd4aede50	2010-02-03 12:07:26	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37959	83e5ce9f7c1760fce5ab26b89e2e9b636b28c03ad72dbeeb33d57eff31c1c711	2010-02-03 12:10:06	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37960	fa72abed8f470ef74406098cecb0b82ceea20249692d4af603fda2e201403e3d	2010-02-03 12:11:09	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37961	3893157640117f2bd1d2e272067a979602a4143c0299090b7a6ef1e416b47b65	2010-02-03 12:14:52	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37962	5f9da105e0f38402c6043a80bf69283191a1c9b1364efba818983831e48dac4d	2010-02-03 12:18:15	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37963	fcfa83cfb98e1db718756ee466c8272ecc0d753e47a8141ad93e52de25c296d3	2010-02-03 12:20:22	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37964	7b567261879fd03689472196ab88d9692ada145224976a277245b4ada7026068	2010-02-03 12:22:11	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37965	66edd2e4e25737736d22617dedb196615a3107bc234ab18af840252e8a8baa96	2010-02-03 12:40:53	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37966	6ceb539de07951ed058494b113769ca9ea24cb4028193467d8cc990b610f76f3	2010-02-03 12:59:41	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37967	b86fc9a9fda2e431d9444b3fdaac6f8094af14be17773a989ec291cb9f194c53	2010-02-03 13:05:39	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37968	9a558199eded762bb8656ba0559416603734197a82a34addf6b21edec4eeef16	2010-02-03 13:18:28	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37969	409a9836462ebf405486c3749935fda898d5420f725927142150d7e3456cd14f	2010-02-03 13:22:00	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37970	112635c870857f43e0d63666b0b12bc3ed7b9c1b12677493deb16c81094e484d	2010-02-03 13:33:35	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37971	0e800a181d6e407afd590100132fe3c2a52c83ac1fe43a9625795ea9c0ce0033	2010-02-03 13:36:22	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37972	6a6d6e05de41cba2bf354ee3a405f9f74c14fd75344f65c2558a4d3438352fab	2010-02-03 13:44:12	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37973	d261ebeb3c2f9c93b8bdb257ec28c0282d3ff53a6f0fb73e8669d0464674a702	2010-02-03 13:46:59	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37974	147b56b762bc94c6dda99d331a2fa09141b0abadddecac49bc4df2a939a3d54b	2010-02-03 13:51:02	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37975	3f34426130930c329054556323b8a35d3b049c5e27de125f40b64ed00bdef717	2010-02-03 13:51:22	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37976	84ef29242ed1c1349efa0c51050b666add2023dea850c0c925f78fba3f6790d1	2010-02-03 13:56:51	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37977	0548b2ead77a7d1d371b97c1d20acbcf122b357e48f7f387cfaaee92ed094893	2010-02-03 14:03:29	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37978	c5f97da3a749b8ea97d2b09bb2c3898fb1d64925f964ac74f60d0dd081ee3f2b	2010-02-03 14:09:00	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37979	864921efc04e867f9cec1c0a39111db62be2d133b0384d0f8ee443f0616f621a	2010-02-03 14:11:21	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37980	c46c7f3869fafe380f0b1bf56efbb088722c1a3fbecd1b81fa37a6dbb27bc5b4	2010-02-03 14:15:22	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37981	d54a243e4050e6060a2543d84d78f2019027f1323831d06bca150f94d520c684	2010-02-03 14:20:47	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37982	408826d9476f02dcc288e258c293d50e1ce608d1d862800fe1e30d19b4403e6f	2010-02-03 14:23:20	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37983	86ea653dc920d22ccb0fceca6dbc97f4aeb646f5af2eef34c7f42a31214c5598	2010-02-03 14:26:04	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37984	9b4071878087205df558368791e1133574c26b1c3b089ffe5d08ff485e9425ef	2010-02-03 14:27:44	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37985	285e9369cc9c11c0622764ca12b8f94ed2062cbc07a20f127fbde5d1916fa251	2010-02-03 14:38:37	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37986	10b13321bcb5f0704d4ebbaaa6ab8fb1cb9a1f3e21ed2e338b3483269b10faae	2010-02-03 14:51:50	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37987	15c508cfff65e15a202229e8d7c839561c80f7d93f02425ee263bb9a76d28ce4	2010-02-03 15:03:07	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37988	56eb253aec216a242a1aa7aaa3678df683f77a0a4f130c234b9a176a8fec0a76	2010-02-03 15:09:14	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37989	7b0aa7e0a8ec356b02feb7d14ffc893201eb1df41ea35b685cd02eb8555a91ca	2010-02-03 15:16:35	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37990	0f26ae453b763a634594f90b5368ca8b8c5aea17465f63db39b5ae26069f857e	2010-02-03 15:17:38	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37991	c5a26b225c2fb9b3966823695dedff36402962555c324581a64cfbfd333d55c1	2010-02-03 15:32:21	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37992	a286861c445c87387363405ef0be23a0336ca4ac374c751cc19f2ca2496087ab	2010-02-03 15:37:20	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37993	ffb5f1c0dba4d2eddb677bae15061497bf6061b107a87abb9cc0e19b4e4ee715	2010-02-03 15:38:37	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37994	325be8cff4dc6fea7d5826a83d345bbd683554effdc1564ca413c2075dcc1e38	2010-02-03 15:47:51	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37995	28f5b631c3493070edd4ebe8c28e4d4d227bfdf088a1733bc3e26cb4c8fb6b2f	2010-02-03 15:50:00	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37996	3b84922ec08ac56afa38bd83743e00e7d1ea98752c865de6974cafa5be8a617f	2010-02-03 15:53:29	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37997	f0016b6378b48ac1182c1017b739a26470aaa5f70d7f437e897580895aa18fa9	2010-02-03 15:56:12	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37998	d93c73dd7f4fd660968b6eae24f08afda3ae098991a67291fec6cf3018e0c19f	2010-02-03 15:58:58	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
37999	ef3b1ddff7937ab7c94675bec5de37ee1cfe3e3bb41efceefa962574475fa1c1	2010-02-03 16:04:04	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38000	e5b666bbbae5d7ca9d87a2eff6a9c6a721bef1d879dad9e084e5f8f034eb00ab	2010-02-03 16:12:56	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38001	e9c0490ba7ce9db76177e3f8eb6c454279ea0876ad77990e2ea658ed21751b56	2010-02-03 16:16:26	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38002	4787f85b6d3bf10e44935b76e5068ae77c24a97566a6eddfd989da527d9a5ea7	2010-02-03 16:21:21	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38003	a7fbcfdf7f2794492dca3f5df39455a843ec4f05f65bc732bfbddd01959dc812	2010-02-03 16:25:11	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38004	23de31d9bdd0bb3746bf9601f2e6f6292d07d11e2f21d282a6c6ce747a3e1141	2010-02-03 16:32:14	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38004	468258c59110df32a22c3b62b58d18438b9179836b5d470b9a7a0dbc15337bf2	2010-02-03 16:32:14	272	1088	1	0	0	0	2	1	10000000000	1	10000000000	1	0	0	0	0	0	0	128.98321759259
38004	5379ada1ff40f819486c96de6f57eee7102d9548e637876a3f73939b42aacdc8	2010-02-03 16:32:14	501	2004	1	0	0	0	4	1	20000000000	2	20000000000	2	0	0	0	0	0	0	433.7494212963
38005	31d26cbf9db718f2989e2f140dcf5ff2bfa1b321ff9ba07a96fd6f360233d4fa	2010-02-03 16:39:30	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38006	3164c5436b8a9a07e2d75b8a87821d894abf5ed79cbdfc7fc1cea51a5a47ef7b	2010-02-03 16:41:28	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38007	2e64dcf35d19e147e6394783072020b29d984b8922e0ebffdd109aba24790e6d	2010-02-03 16:45:12	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38008	3566cc66419a2f9697026456dfbc6748da05d9887d8e5992eaef0c6ce3b3a1c2	2010-02-03 16:48:10	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38009	5e9b7c0509f1767f4ed9aab0c0d3a14301abb1e99abaea87fc0cacbe7ba2bbcf	2010-02-03 16:54:29	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38010	089d10879a10464a6af90e6153fa1f7dee8e7f88a263df8ec463044df84cd743	2010-02-03 16:56:27	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38011	5ca20c621ee04dcc104e39d02182a0bf6922ab81f96f8e70b5799fc49337bd25	2010-02-03 17:08:36	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38012	da79537b54af6e5ac892ed873ae21c999399931b9e7e42dd90f189e8972ffc5b	2010-02-03 17:09:11	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38013	f8c885c88028e9ddd5e79b21c7d7206d611a8179ec716200389c1157c5a01767	2010-02-03 17:12:51	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38014	b2a17ccf671e2588b6370e3fff2c9f19ea291757a0b298b97eabe22978290ddf	2010-02-03 17:21:59	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38015	3d35ddcce517d6eb676426608466c6fd7fd8e6df8b8082f2a3de6b1370ed566e	2010-02-03 17:29:25	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38016	113b13aae2a1c0784b6e9756f387881b9eba96c6d446ed393ddb5e4ed1c35c2b	2010-02-03 17:33:28	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38017	05896d559c9f88a7e5a65fdac7a6c7a04e8ee342728873bf7773316de4846b48	2010-02-03 17:33:41	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38018	471a5e8275e85c590fc95dc1975decec5e3085a10b9b56715cfbf5bc1492474b	2010-02-03 17:35:13	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38019	391c76beba3a3dc204b54d870e6bc50643aa4bdeb3e8dace350cc86ee825de20	2010-02-03 17:42:59	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38020	972a491e7e4469c3edbe4e8b77646be52856fd5fbe5448b0eb455890e5452117	2010-02-03 17:46:16	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38021	2068345b9712a6ff8b33f350f82eaeb5896752af92ed43419ee17218e0768e19	2010-02-03 17:52:44	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38022	246a3918b3c0d4e753629c95dbe6d1c8b0a7feed5cac04bf84d5a46d86987400	2010-02-03 17:54:44	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38023	406d67ffcba0426137be1beca51ede11a542e029e47c9401a855b3b254c148cc	2010-02-03 18:01:38	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38024	85637fa3620350b0cbf518436c82e015b0b3b368cee07e5b3bf6d8485b4bf3f4	2010-02-03 18:19:59	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38025	e69375ca54d30f222b9729b2cab8e586f1cd59a8f40bba506985212558a8a1f8	2010-02-03 18:20:41	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38026	9356685ef35b3463fb1b00047fb4d7a84b3d03d760e4f4185bf3601b689284eb	2010-02-03 18:28:15	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38027	b467d8b94dd05200e1fb915a7311b82e6ea05bd481cadc2bc4474822ccc726ec	2010-02-03 18:30:35	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38028	32e6c22f6a79dbfae2cdeb123f542a6ebf9d06318c5b0c5294edeec1a6077396	2010-02-03 18:40:13	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38029	c10c30b9e5723be8ae3c682f65b9920398a6b193d007914880e49c5bfd714bdf	2010-02-03 18:48:57	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38030	3156671a25d54a695e1922c74ad242a6b163c6b1726f31e8b639f9d4e018d102	2010-02-03 18:51:18	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38031	3cdc03a83cc77aae297925382e67b5749ec5a10177db1a5bcb6182c89daf477b	2010-02-03 18:59:59	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38032	21350f2cd1d7189a60f1a06fb8c44931b2a841201f919490de732618852db1d3	2010-02-03 19:02:58	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38033	1954eae2d8f7af4d6ddb44634211533a019b37c3a0dc77eb1702eb7ffc6b9b52	2010-02-03 19:04:34	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38034	769288671ac040be36e77af907db148fb0c2876e6336d985dcb2ac72cc779447	2010-02-03 19:05:40	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38035	d29f75425259ad53724ecc1038ef8055d5c029e93610372057c4bb241a8e199c	2010-02-03 19:19:14	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38036	298a35b35c3265651a5393686be954bfe28d3ea9bb06fc667aa6eb10aa4ea6ce	2010-02-03 19:19:08	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38037	a59bbce6d23a351d3c058c8e1bf4b656b669a9ef9fa499fd1bf621e674d58922	2010-02-03 19:22:19	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38038	fa66604148371f75bb7329ab2b09dfc987c229824cab13ffd16225b65bf84181	2010-02-03 19:24:24	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38039	e5086ee6c2826fdf98ff5145a53bf41517951ae99fd3cd20239155c3619dbdba	2010-02-03 19:27:24	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38040	a9b491ce964a478f9c6675a198d01fca1cc54ebee3536e147816d1217aafd69c	2010-02-03 19:31:05	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38041	ccb5190cdac7d4fe176dce86da30fa38d58bcc5e819ba4eb2b21f15ec449e361	2010-02-03 19:31:17	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38042	611e7ad87a75da67b780c10553ff4a032c9e7d30541cbaffa8038df301eb3ad1	2010-02-03 19:43:03	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38043	3daee8396e39686694dfd6534b84e9a1e0b4368c2daf823fb80eb3630af3f0b6	2010-02-03 19:46:17	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38044	9472a856f6d39d4dba4b957b848f95ac67ebe54eef98b31e6f739d65f13920fd	2010-02-03 19:48:58	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38045	dfe64d199df697a09828bc8a2fda8cae1b31a7137cfa76e0766e4a4a2931c62d	2010-02-03 20:13:57	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38046	ebd25b6fdca0dfe8dbb808a61288d39628a786928ff811150596c7c7d4e7e87c	2010-02-03 20:15:39	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38047	e90485f0ea090b5ec8e1bda5a4df4d76e8c4597d61a3de138f9b508ebaf04aae	2010-02-03 20:28:04	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38048	c173843228556f8a7240fff12a0c8fdda0cab1391b4aa6178f357e806707ca8b	2010-02-03 20:28:27	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38049	106327efd36a3d257bc568ef761eb877b740a791b9a9baa359282d891855729a	2010-02-03 20:31:00	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38050	52e56fd10ec53e99eb7d89bfff92de212304ac2391bae51ecbb7efa705e14c12	2010-02-03 20:32:12	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38051	df11cb2b64a2b136856f549051fe357f1482d8a69cfbda8405e88da311d5f4a7	2010-02-03 20:33:27	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38052	dde6cd1f19b8235cdddef754f0d11dfe8b6e7ec4fda3d6ef65cbea293cd5bd5c	2010-02-03 20:34:06	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38053	856c581ee866faf190c77c029d974e2ec85e1613fbdceca427b2923fa9512b33	2010-02-03 20:38:27	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38054	d19c05f431de48d64df2a710c58dfb63b959f493d3a9925b5e6e75ddac6cc1ac	2010-02-03 20:47:28	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38055	d98f2758950404396e082fd1bd51c3a2c0a1591a669ea20d5323229b70c6abbc	2010-02-03 20:51:29	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38056	f80887495419ca63e8795937b18c3995f79353d764a4f83bbb8737ae7c378507	2010-02-03 20:52:31	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38057	b036c1ed54eff5070bcd642c911070d72df98e4ad80b9a89e17031f0da18456d	2010-02-03 20:54:07	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38058	d3fa2c65f3bf1f2594b43340e79d6cff4409bf9a7d59a4d207603918fbe5b3d9	2010-02-03 20:59:39	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38059	60258a03e0ed3c6a2d109a43ec1bbd20bf5d0b5804f55f8470c5d56394439626	2010-02-03 21:13:59	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38060	7f10ef087beb1d7dec1ce0eb04dee0e1d94400a03fe4c0c1da49ce32b61f9020	2010-02-03 21:19:07	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38061	3354a4320dbc1ef49752f630ecbd70ff45392c03254f69e32965914f1038af5a	2010-02-03 21:33:48	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38062	1e9e23e6886d17adc06b4a7a19a3542ab9ee7793029ef07bf0aa98d440ed47b9	2010-02-03 21:34:44	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38063	59187637e66b75c54b3ea9251fe37beebbe5ef3b06e1e1a2f4eab66cc4081641	2010-02-03 21:37:48	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38064	13df078b02a60c6f2c07d76442a0960f7dc51552f944cd4ae07957cf3f243c61	2010-02-03 21:39:55	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38065	d8a0f0014687d5b7f07fbc802b4926990592955797a83ba335089bd308b2d508	2010-02-03 21:41:51	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38066	483d179aa88b0d0450abb1d08055b4d710622fc90b3e3bec12a467830b588976	2010-02-03 21:44:21	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38067	885798f208c0ba0dd1bf5f9e74793e5123e37286a5d3ea5629d8333fcaae1f22	2010-02-03 21:44:46	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38068	19a531e9af994d30812f5cbe4ae4b946c62f613f07ff0eff87a46048fc9f144c	2010-02-03 21:51:13	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38069	318b50c321f87ed392c9176fb59a493ad2f1ed6218111a184c06c1924fe098cb	2010-02-03 21:51:57	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38070	2442b179b0017fb93f5f1afc83288f465ea7fe2ffa2469ad0abae8a4adc3aad2	2010-02-03 21:52:01	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38071	48bb3e3e70e5b728a3991ba56ed3641e38992b61dd85cb6b3c897b86db32fcea	2010-02-03 22:11:40	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38072	cf6b0209063caf70ecd13fc6ec1e0b5aca31d400103fb5a0f6c077db79325199	2010-02-03 22:12:44	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38073	edf2aa5cf24ba0d8529f7a3d9e3461391fd4faf77f7abb41f6389b724a64ff7a	2010-02-03 22:15:26	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38074	bc434b453accd8dae61c13b4f3bf3df53c77eac7665db83e049256d8b4ca89fe	2010-02-03 22:16:03	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38075	0788bb63bc67c1bb73531b611db1a30423add4482114d950149e1f7afd8e7fd1	2010-02-03 22:16:52	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38076	c88b089d93b900ad0d4b28da91a065eb68b6fc1873b7acafb9255c80168fec97	2010-02-03 22:21:04	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38077	88aaa01d4a9cfa8d0b11cc9ed2d9646bac7813c6847dd1d2039705b8468ab3d4	2010-02-03 22:50:37	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38078	8162d728b441cb2de1638d353585741b478c4c766112adf179ccdfa105dafa44	2010-02-03 23:00:28	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38079	00b75c5bb0b5efca150a697fd37a28dbe32d1375f225dce622f4c704809a50cf	2010-02-03 23:10:07	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38080	98b77bc44037199b24e668bcc7cfd50da671ec05e4f645c66b5e4658db5cab57	2010-02-03 23:11:40	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38081	ce781c4595c78c18e38649726e3bf30fe47338aa4834a8bf99be1c09fd96a2d7	2010-02-03 23:12:48	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38082	7ff2ef6e34ce5ae25d07af275fbf59ccf394e2ff9bd0b2af1cb643542c61ead5	2010-02-03 23:20:06	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38083	c560dc939b61b558028de9f2fee6ab9e2de31cfcc86de410a824128aafc693ef	2010-02-03 23:22:04	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38084	fd6445c8eb3c4ac147ad06d314a9efe153e9752bab5f994483309e024ab0296e	2010-02-03 23:00:29	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38085	efd35dbe938cf30c63acfae1cbf13684bb9edc3a4e32b97b0c14e18430fc94d4	2010-02-03 23:24:17	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38086	b5453457936a65c7e455d5944a255f63bff6b8ff5e2cbabbe1a19bd76cf39e9e	2010-02-03 23:28:30	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38087	0a9e6ab212410c656d7a76c07ac4c7814027b696fcc8f65730f7d8e64e848a31	2010-02-03 23:29:37	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38088	5b990265f9ad363509f93da9a6706661bffde5580f3301be791d72ca32b70aa8	2010-02-03 23:33:00	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38089	e70f6b523a5d6a5aafe55881643b9aea297122c7a5d3386fd107323357a9c346	2010-02-03 23:41:43	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
38090	7a4dd6b0b254afab219356a4f36f997b25b16bd03846f6f407f5d3e04570fbf8	2010-02-03 23:44:22	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
